id	name	neighborhood	cuisine_type	pricing_tier	menu_tier	menu_price_range	menu_del_dia_confirmed	website	phone	address_full	postal_code	google_maps_rating	google_maps_review_count	notes	status	last_verified
809	Bar del Pi	Barri Gòtic	Spanish	budget	likely		FALSE			Pl. de Sant Josep Oriol, 1	08002	4.2	800	Authentic. High-quality tapas. Fair prices.	active	2026-03-23
810	Le Bistro Sensi	Barri Gòtic	Fusion	mid-range	none		FALSE			C/ dels Lledó, 8	08002	4.3	400	Romantic. International twists. Truffle raviolis.	active	2026-03-23
811	Brugarol	Barri Gòtic	Japanese	mid-range	none		FALSE			C/ de l'Argenteria, 55	08003	4.3	500	Japanese-inspired tapas. Contemporary setting.	active	2026-03-23
812	Vinateria del Call	Barri Gòtic	Spanish	mid-range	likely		FALSE			C/ de Sant Domènec del Call, 9	08002	4.3	1500	Cozy wine bar in Jewish quarter. Traditional tapas + wine.	active	2026-03-23
813	Petit Tapas	Barri Gòtic	Spanish	mid-range	likely		FALSE			C/ d'Avinyó, 30	08002	4.3	300	New. Spanish + international in intimate setting.	active	2026-03-23
814	Bar Celta Pulpería	Barri Gòtic	Seafood	mid-range	likely		FALSE			C/ de la Mercè, 16	08002	4.2	1500	Galician specialties. Best octopus in the Gòtic.	active	2026-03-23
815	Quillo Bar	El Born	Spanish	budget	likely		FALSE			C/ dels Semoleres, 5	08003	4.1	500	Southern Spain vibes. Live rumba/flamenco some nights.	active	2026-03-23
816	Ten's Tapas	El Born	Spanish	mid-range	likely		FALSE			C/ dels Sombrerers, 10	08003	4.3	600	Jordi Cruz's tapas restaurant.	active	2026-03-23
817	Euskal Etxea Taberna	El Born	Basque	mid-range	likely		FALSE			Pl. de Montcada, 1-3	08003	4.3	1500	Classic Basque pintxos. Txakoli wine.	active	2026-03-23
818	Cuines Santa Caterina	El Born	Mediterranean	mid-range	likely		FALSE	https://grupotragaluz.com/restaurantes/cuines-santa-caterina/	+34 932689918	Av. de Francesc Cambó, 16	08003	4.1	2000	Inside Santa Caterina Market. Fresh ingredients. Tapas + global.	active	2026-03-23
819	RAÓ	El Raval	Catalan	mid-range	likely		FALSE			C/ dels Tallers, 80	08001	4.4	400	High-rated Catalan in Raval.	active	2026-03-23
820	Anardi	El Raval	Basque	mid-range	likely		FALSE			C/ de Joaquín Costa, 50	08001	4.3	400	Basque cuisine in Raval	active	2026-03-23
821	Superclàssic	El Raval	Mediterranean	mid-range	likely		FALSE			C/ de Joaquín Costa, 55	08001	4.3	300		active	2026-03-23
822	Bellvitja	El Raval	Catalan	mid-range	likely		FALSE			C/ de la Cera, 40	08001	4.2	300		active	2026-03-23
823	Mimi Tapas	El Raval	Mediterranean	budget	likely		FALSE			C/ d'Elisabets, 20	08001	4.2	300		active	2026-03-23
824	Bodega d'en Rubén	El Raval	Spanish	budget	likely		FALSE			C/ de les Flors, 20	08001	4.3	300	Toast with butter and anchovy. Classic bodega.	active	2026-03-23
825	Bianco Noir	El Raval	Fusion	mid-range	none		FALSE			C/ dels Tallers, 60	08001	4.2	300	Mini raclette. Fusion tapas.	active	2026-03-23
826	Bar Atlanta	El Raval	Spanish	budget	likely		FALSE			C/ de la Riereta, 20	08001	4.1	300	Meatballs. Homemade tapas.	active	2026-03-23
827	La Morera	El Raval	Spanish	budget	likely		FALSE			C/ del Carme, 40	08001	4.1	300	Traditional bomba tapas.	active	2026-03-23
828	La Ravala	El Raval	Spanish	mid-range	likely		FALSE			C/ de la Cera, 25	08001	4.2	300	Bomba with black pudding + blue cheese. Creative.	active	2026-03-23
829	Mendizábal	El Raval	Spanish	budget	likely		FALSE			C/ d'en Robador, 30	08001	4.1	300	Cap-i-pota (pork head+foot stew). Traditional.	active	2026-03-23
830	Bar Marsella	El Raval	Spanish	budget	likely		FALSE		+34 934427263	C/ de Sant Pau, 65	08001	4.0	2000	Since 1820. Oldest bar. Absinthe. Bohemian. Hemingway drank here.	active	2026-03-23
831	Biocenter	El Raval	Vegetarian/Vegan	budget	confirmed	11-13€	TRUE			C/ del Pintor Fortuny, 25	08001	4.2	600	Vegan tartare. Pioneer veggie restaurant.	active	2026-03-23
832	O Carballiño Blai	Poble Sec	Spanish	budget	likely		FALSE			C/ de Blai, 30	08004	4.1	400	Traditional granja. Local montaditos.	active	2026-03-23
833	Pincho J.	Poble Sec	Spanish	budget	likely		FALSE			C/ de Blai, 35	08004	4.1	300	Variety of pinchos incl drink.	active	2026-03-23
834	L'Atelier de Blai	Poble Sec	Spanish	budget	likely		FALSE			C/ de Blai, 40	08004	4.2	300	Pinchos, tapas, sandwiches.	active	2026-03-23
835	Blai Tapas Bar	Poble Sec	Spanish	budget	likely		FALSE			C/ de Blai, 12	08004	4.1	400	Affordable prices. Variety of drinks.	active	2026-03-23
836	Restaurant La Salut	Gràcia	Mediterranean	mid-range	confirmed	15-18€	TRUE	https://lasalutrestaurant.com/		C/ de la Mare de Déu de la Salut, 10	08024	4.4	400	La Salut neighborhood. Market cuisine.	active	2026-03-23
837	Salut! Bistro	Gràcia	Mediterranean	mid-range	confirmed	14-16€	TRUE	https://salutbistro.es/		C/ de Torrent de l'Olla, 160	08012	4.3	300		active	2026-03-23
838	Corgi Café	Gràcia	Café	budget	none		FALSE	https://corgicafe.es/		C/ de Verdi, 40	08012	4.4	300	Dog-themed café	active	2026-03-23
839	Can Manel la Puda	Barceloneta	Seafood	mid-range	likely		FALSE		+34 932215013	Pg. de Joan de Borbó, 60-61	08003	4.0	2000	Seafood on the promenade. Rice dishes.	active	2026-03-23
840	Bodega 1900	Barceloneta	Spanish	mid-range	likely		FALSE		+34 932175904	C/ de Tamarit, 91	08015	4.5	1000	Albert Adrià's vermouth bar. Michelin Bib Gourmand.	active	2026-03-23
841	El Guinardó	Barceloneta	Spanish	budget	confirmed	10-12€	TRUE			C/ de Ginebra, 15	08003	4.1	400		active	2026-03-23
842	Habana Vieja	Poblenou	Cuban	mid-range	none		FALSE			C/ de Marià Aguiló, 100	08005	4.3	400	Cuban restaurant. Live music.	active	2026-03-23
843	La Vermutería del Poblenou	Poblenou	Spanish	budget	likely		FALSE			Rambla del Poblenou, 80	08005	4.2	400	Vermouth specialist	active	2026-03-23
844	La Esquina	Sant Antoni	Spanish	budget	likely		FALSE			C/ del Parlament, 40	08015	4.2	300		active	2026-03-23
845	Rooftop Smoke Bar	Sant Antoni	Gastropub	mid-range	none		FALSE			C/ del Comte Borrell, 50	08015	4.3	400	BBQ smokehouse	active	2026-03-23
846	Cervecería Jazz	Sant Antoni	Spanish	budget	likely		FALSE			C/ de Manso, 40	08015	4.1	300		active	2026-03-23
847	Osmosis Restaurant	Sagrada Família	Mediterranean	mid-range	confirmed	16-20€	TRUE			C/ d'Aribau, 100	08036	4.4	500	Creative Mediterranean. Tasting menus.	active	2026-03-23
848	Mesón del Café	Sagrada Família	Café	budget	none		FALSE			C/ de la Marina, 150	08013	4.2	400	Classic café near Sagrada Família	active	2026-03-23
849	Casa Delfín	Sagrada Família	Catalan	mid-range	confirmed	13-15€	TRUE	https://casadelfin.com/	+34 933195088	Pg. del Born, 36	08003	4.3	1000	Traditional Catalan tapas	active	2026-03-23
850	Restaurante Badal	Sants	Spanish	mid-range	confirmed	12-14€	TRUE			C/ de Badal, 50	08014	4.2	300		active	2026-03-23
851	Marisquería La Estrella	Sants	Seafood	mid-range	likely		FALSE			C/ de Joan Güell, 30	08028	4.2	500	Galician seafood in Sants	active	2026-03-23
852	Piazza Navona	Sants	Italian	mid-range	likely		FALSE			C/ de Sants, 180	08028	4.3	400	Italian restaurant	active	2026-03-23
853	El Rinconcillo de Sants	Sants	Spanish	budget	likely		FALSE			C/ de Sants, 150	08028	4.1	300		active	2026-03-23
854	La Cuina del Clot	Clot	Catalan	mid-range	confirmed	13-15€	TRUE			C/ del Clot, 145	08018	4.3	400		active	2026-03-23
855	Restaurant Sa Brasa	Clot	Mediterranean	mid-range	likely		FALSE			C/ de Rogent, 50	08026	4.2	300	Grill restaurant	active	2026-03-23
856	Caballito de Mar Clot	Clot	Seafood	mid-range	likely		FALSE			C/ de Mallorca, 560	08026	4.3	400	Seafood near Clot	active	2026-03-23
857	La Cuina de l'Andreuenc	Sant Andreu	Catalan	mid-range	confirmed	14-17€	TRUE			C/ Gran de Sant Andreu, 120	08030	4.4	400		active	2026-03-23
858	Restaurante Paco	Sant Andreu	Spanish	mid-range	confirmed	12-14€	TRUE			C/ Joan Torras, 100	08030	4.2	300		active	2026-03-23
859	El Mesón de la Muela	Sant Andreu	Spanish	budget	likely		FALSE			C/ de l'Arxiu, 10	08030	4.1	300		active	2026-03-23
860	Restaurante Can Ros	Nou Barris	Catalan	mid-range	confirmed	13-15€	TRUE			Pg. de Fabra i Puig, 215	08042	4.2	300		active	2026-03-23
861	El Fogón de Roquetas	Nou Barris	Spanish	budget	likely		FALSE			C/ de Canyelles, 40	08042	4.1	250		active	2026-03-23
862	Bar El Padrino	Nou Barris	Spanish	budget	likely		FALSE			C/ del Turó de la Peira, 30	08042	4.0	200		active	2026-03-23
863	Restaurante Xavi	Nou Barris	Spanish	mid-range	confirmed	11-13€	TRUE			Pg. de Fabra i Puig, 225	08042	4.2	250		active	2026-03-23
864	El Rincón del Guinardó	Horta-Guinardó	Spanish	budget	confirmed	10-12€	TRUE			C/ de Mühlberg, 30	08024	4.2	300		active	2026-03-23
865	Restaurante El Portal	Horta-Guinardó	Mediterranean	mid-range	likely		FALSE			C/ de Campoamor, 40	08024	4.2	250		active	2026-03-23
866	Acontraluz	Les Corts	Mediterranean	mid-range	likely		FALSE	https://acontraluz.es/	+34 932030658	C/ del Milanesat, 19	08017	4.2	1500	Beautiful inner garden. Mediterranean. Group dining.	active	2026-03-23
867	Windsor Restaurant	Eixample	Catalan	premium	none		FALSE	https://restaurantwindsor.com/	+34 932377588	C/ de Còrsega, 286	08008	4.4	800	High-end Catalan. Beautiful garden terrace. Special occasions.	active	2026-03-23
868	Sumo Sushi	Eixample	Japanese	mid-range	none		FALSE			C/ de Villarroel, 130	08036	4.3	400		active	2026-03-23
869	Wok to Walk	Eixample	Asian	budget	likely		FALSE			C/ de Pelai, 30	08001	4.1	500	Budget Asian noodles/rice chain	active	2026-03-23
870	Udon	Eixample	Japanese	budget	none		FALSE			C/ de Pelai, 50	08001	4.0	600	Japanese noodle chain	active	2026-03-23
871	Lateral	Eixample	Spanish	mid-range	likely		FALSE			Pg. de Gràcia, 120	08008	4.2	700		active	2026-03-23
872	BoBó Barcelona	Eixample	Fusion	mid-range	none		FALSE			C/ de Roger de Llúria, 80	08009	4.3	500	Creative fusion. Tasting menus.	active	2026-03-23
873	Distinto	Eixample	Spanish	mid-range	likely		FALSE			Rambla de Catalunya, 60	08007	4.2	400		active	2026-03-23
874	Crusto Barcelona	Eixample	Italian	budget	likely		FALSE			C/ d'Enric Granados, 30	08008	4.3	500	Italian sandwiches + pizza	active	2026-03-23
875	Brunch & Cake	Eixample	Café	mid-range	none		FALSE	https://brunchandcake.com/	+34 932063311	C/ d'Enric Granados, 19	08007	4.4	3000	Iconic brunch. Multiple locations. Instagram favorite.	active	2026-03-23
876	Alsur Café Eixample	Eixample	Café	mid-range	none		FALSE			C/ de Roger de Llúria, 23	08010	4.3	1000		active	2026-03-23
877	Bo de B Eixample	Eixample	Spanish	budget	likely		FALSE			C/ de Pau Claris, 80	08010	4.2	800	Best bocadillos chain	active	2026-03-23
878	Goiko Eixample	Eixample	Gastropub	mid-range	none		FALSE	https://goiko.com/		C/ de Pau Claris, 100	08009	4.2	1000	Gourmet burger chain. Quality ingredients.	active	2026-03-23
879	Pegasus Gastropub	Eixample	Gastropub	mid-range	none		FALSE			C/ del Comte d'Urgell, 120	08036	4.3	400		active	2026-03-23
880	Fresc Co Eixample	Eixample	Mediterranean	budget	confirmed	10.90€	TRUE			C/ de Casanova, 140	08036	4.0	600	Buffet chain. Salads, pasta, pizza, desserts.	active	2026-03-23
881	Wok Garden	Eixample	Asian	budget	confirmed	10.90€	TRUE			C/ del Comte d'Urgell, 80	08011	4.0	500	Asian buffet chain	active	2026-03-23
882	Wagamama	Eixample	Asian	mid-range	likely		FALSE			Rambla de Catalunya, 35	08007	4.2	1000	UK-based pan-Asian noodle chain	active	2026-03-23
883	Pans & Company Pg Gràcia	Eixample	Spanish	budget	likely		FALSE			Pg. de Gràcia, 50	08007	3.8	400		active	2026-03-23
884	Hard Rock Cafe	Barri Gòtic	Gastropub	mid-range	none		FALSE	https://www.hardrockcafe.com/location/barcelona/	+34 932702305	Pl. de Catalunya, 21	08002	4.0	5000	International chain. Burgers, ribs, steaks.	active	2026-03-23
885	TGB The Good Burger	Eixample	Gastropub	budget	none		FALSE			C/ d'Aragó, 280	08007	4.1	800	Quality fast-casual burger chain	active	2026-03-23
886	Mauri	Eixample	Café	mid-range	none		FALSE			Rambla de Catalunya, 102	08008	4.3	1500	Classic pastry shop since 1929	active	2026-03-23
887	Escribà Gran Via	Eixample	Café	mid-range	none		FALSE	https://escriba.es/	+34 934547535	Gran Via de les Corts Catalanes, 546	08011	4.4	2000	Legendary chocolate/pastry. Antoni Escribà.	active	2026-03-23
888	Txapela	Eixample	Basque	mid-range	likely		FALSE	https://txapelarestaurant.com/	+34 934121062	Pg. de Gràcia, 58	08007	4.1	2000	Basque pintxos on Pg. de Gràcia	active	2026-03-23
889	Can Ravell	Eixample	Catalan	mid-range	confirmed	14-17€	TRUE			C/ d'Aragó, 313	08009	4.3	600	Gourmet deli + restaurant. Catalan classics.	active	2026-03-23
890	Tragaluz	Eixample	Mediterranean	mid-range	likely		FALSE			Pg. de la Concepció, 5	08008	4.2	1500	Retractable glass roof. Grupo Tragaluz.	active	2026-03-23
891	Nectari	Eixample	Catalan	premium	none		FALSE	https://nectari.es/	+34 932268718	C/ de València, 28	08015	4.5	400	Michelin star. Chef Jordi Esteve. Creative Catalan.	active	2026-03-23
892	Via Emilia Eixample	Eixample	Italian	mid-range	confirmed	12-14€	TRUE			C/ de Provença, 380	08025	4.3	400	Traditional Emilia-Romagna. Pasta + risotti.	active	2026-03-23
893	Honest Greens Gràcia	Gràcia	Vegetarian/Vegan	mid-range	likely		FALSE	https://honestgreens.com/	+34 931227664	C/ de Torrent de l'Olla, 100	08012	4.2	600		active	2026-03-23
894	La Boqueria Stall 1	El Raval	Seafood	mid-range	likely		FALSE			La Boqueria, Parada 500	08001	4.3	800	Market stall fresh seafood	active	2026-03-23
895	El Roble	Gràcia	Catalan	mid-range	confirmed	13-16€	TRUE			C/ de Luis Antúnez, 5	08012	4.4	300	Market cuisine. Small gem.	active	2026-03-23
896	Kibuka Gràcia	Gràcia	Japanese	mid-range	none		FALSE	https://kibuka.com/	+34 933682036	C/ de Verdi, 60	08012	4.3	1000	Japanese tapas + sushi in Gràcia	active	2026-03-23
897	La Estrella del Born-Gràcia	Gràcia	Spanish	budget	likely		FALSE			C/ de Verdi, 50	08012	4.2	400		active	2026-03-23
898	Sushi Ya	Gràcia	Japanese	budget	none		FALSE			C/ de Torrijos, 30	08012	4.2	400		active	2026-03-23
899	Can Dendé	Poblenou	Café	mid-range	none		FALSE			C/ de la Ciutat de Granada, 44	08005	4.4	800	Excellent brunch. Brazilian-inspired.	active	2026-03-23
900	La Llesca	Poblenou	Spanish	budget	confirmed	10-12€	TRUE			Rambla del Poblenou, 90	08005	4.2	300		active	2026-03-23
901	El Grillo	Poblenou	Mediterranean	mid-range	likely		FALSE			C/ del Joncar, 25	08005	4.3	300		active	2026-03-23
902	Set Portes	Barceloneta	Catalan	mid-range	likely		FALSE	https://7portes.com/	+34 933193033	Pg. d'Isabel II, 14	08003	4.2	6000	Since 1836. Historic. Rice + Catalan classics.	active	2026-03-23
903	La Mar Bella Chiringuito	Barceloneta	Mediterranean	mid-range	likely		FALSE			Platja de la Mar Bella	08005	4.1	1000	Beach bar. Cocktails + tapas.	active	2026-03-23
904	Can Viada	Sants	Catalan	mid-range	confirmed	13-15€	TRUE			C/ de Sants, 200	08028	4.2	300		active	2026-03-23
905	La Cuina de Sants	Sants	Catalan	mid-range	confirmed	13-16€	TRUE			C/ de la Creu Coberta, 60	08014	4.3	400		active	2026-03-23
906	El Tomàquet de Sants	Sants	Catalan	budget	confirmed	10-12€	TRUE			C/ de Sants, 170	08028	4.1	300		active	2026-03-23
907	Tacos Tacos Poble Sec	Poble Sec	Mexican	budget	likely		FALSE			C/ del Poeta Cabanyes, 10	08004	4.3	800	Authentic Mexican tacos from ~€2	active	2026-03-23
908	Bella Napoli Poble Sec	Poble Sec	Italian	budget	likely		FALSE			C/ de Margarit, 20	08004	4.3	500	Neapolitan pizza	active	2026-03-23
909	Bodega Ampelón	Poble Sec	Spanish	budget	likely		FALSE			C/ de Tamarit, 50	08004	4.2	300		active	2026-03-23
910	Restaurant El Foro	Sant Martí	Mediterranean	mid-range	confirmed	13-15€	TRUE			C/ de Provençals, 20	08019	4.2	300		active	2026-03-23
911	La Forquilla Sant Martí	Sant Martí	Spanish	mid-range	confirmed	12-14€	TRUE			C/ de Pallars, 120	08018	4.2	300		active	2026-03-23
912	Xiringuito Mar Bella	Sant Martí	Mediterranean	mid-range	likely		FALSE			Platja de la Mar Bella	08005	4.2	800	Beach chiringuito. Paella + cocktails.	active	2026-03-23
913	Can Mañes	Sant Martí	Catalan	mid-range	confirmed	13-15€	TRUE			C/ de Pere IV, 80	08005	4.3	400		active	2026-03-23
914	El Glop Sant Martí	Sant Martí	Catalan	mid-range	confirmed	12-14€	TRUE	https://elglop.com/		C/ de Pallars, 100	08018	4.2	500		active	2026-03-23
915	El Rebost del Clot	Clot	Catalan	mid-range	confirmed	12-14€	TRUE			C/ del Clot, 185	08018	4.2	300		active	2026-03-23
916	El Born Bàsic	Sagrada Família	Mediterranean	mid-range	likely		FALSE			C/ de Sardenya, 220	08013	4.2	300		active	2026-03-23
917	Pizzería Da Michele	Sagrada Família	Italian	budget	likely		FALSE			C/ de Sicília, 150	08013	4.4	1500	Naples legendary pizza. Since 1870. Barcelona branch.	active	2026-03-23
918	Bar Mut Sagrada Família	Sagrada Família	Spanish	mid-range	likely		FALSE			C/ de Sardenya, 230	08013	4.3	400		active	2026-03-23
919	La Cuina del 9	Sant Andreu	Catalan	mid-range	confirmed	13-15€	TRUE			C/ Gran de Sant Andreu, 80	08030	4.3	350		active	2026-03-23
920	Bar Manolo Sant Andreu	Sant Andreu	Spanish	budget	likely		FALSE			C/ Gran de Sant Andreu, 60	08030	4.1	300		active	2026-03-23
921	La Masia de Nou Barris	Nou Barris	Catalan	mid-range	confirmed	14-17€	TRUE			Pg. de Fabra i Puig, 250	08042	4.3	400		active	2026-03-23
922	Restaurante Chen Ji	Nou Barris	Chinese	budget	none		FALSE			Pg. de Fabra i Puig, 235	08042	4.2	500	Popular Chinese	active	2026-03-23
923	Restaurant Can Rectoret	Horta-Guinardó	Catalan	mid-range	confirmed	15-18€	TRUE			C/ d'Horta, 100	08032	4.4	600	Farmhouse restaurant. Garden dining.	active	2026-03-23
924	L'Hogar Gallego	Horta-Guinardó	Seafood	mid-range	likely		FALSE			C/ del Dante, 60	08032	4.2	400	Galician seafood in Horta	active	2026-03-23
925	Zumo Bar Horta	Horta-Guinardó	Café	budget	none		FALSE			C/ d'Horta, 70	08032	4.3	200		active	2026-03-23
926	Can Culleres Les Corts	Les Corts	Catalan	mid-range	confirmed	13-16€	TRUE			Travessera de les Corts, 90	08028	4.2	400		active	2026-03-23
927	El Japonés de Pedralbes	Les Corts	Japanese	mid-range	none		FALSE			Av. de Pedralbes, 40	08034	4.3	500		active	2026-03-23
928	Bodega 1900 Sant Antoni	Sant Antoni	Spanish	mid-range	likely		FALSE		+34 932175904	C/ de Tamarit, 91	08015	4.5	1000	Albert Adrià vermouth bar. Bib Gourmand.	active	2026-03-23
929	Hoja Santa	Poble Sec	Mexican	premium	none		FALSE			Av. de Mistral, 54	08015	4.5	500	CLOSED (2020). Was Albert Adrià Mexican+Catalan. Chef now at COME.	permanently_closed	2026-03-23
930	Carlota Akaneya	Eixample	Japanese	mid-range	none		FALSE			C/ d'Enric Granados, 70	08008	4.4	400	High-quality sushi + Japanese tapas	active	2026-03-23
931	Perikete	El Born	Basque	mid-range	likely		FALSE			Pl. de la Font, 2	08003	4.3	500	Basque pintxos + txakoli. Good value.	active	2026-03-23
932	La Rita Eixample	Eixample	Mediterranean	mid-range	confirmed	12-14€	TRUE	https://grupandilana.com/es/restaurantes/la-rita	+34 934872376	C/ d'Aragó, 279	08007	4.1	2000	Grupo Andilana. Quality menú del día.	active	2026-03-23
933	Ágape	Eixample	Mediterranean	mid-range	confirmed	14-16€	TRUE			C/ del Consell de Cent, 350	08009	4.3	400		active	2026-03-23
934	Restaurant Ciudad Condal	Eixample	Spanish	mid-range	likely		FALSE	https://ciudadcondal.cat/	+34 933181997	Rambla de Catalunya, 18	08007	4.2	3000	Classic tapas on Rambla de Catalunya. Always buzzing.	active	2026-03-23
935	Café Zürich	Eixample	Café	budget	none		FALSE	https://zurichrestaurant.es/	+34 933179153	Pl. de Catalunya, 1	08002	4.0	3000	Iconic meeting point. People-watching. Basic but legendary.	active	2026-03-23
936	Flax & Kale Born	El Born	Vegetarian/Vegan	mid-range	likely		FALSE			C/ dels Flassaders, 20	08003	4.2	1000		active	2026-03-23
937	Can Paixano Barceloneta	Barceloneta	Spanish	budget	likely		FALSE	https://canpaixano.com/	+34 933100839	C/ de la Reina Cristina, 7	08003	4.2	6000	Iconic cava bar	active	2026-03-23
938	Paradiso	El Born	Fusion	mid-range	none		FALSE	https://paradiso.cat/	+34 933607222	C/ de Rera Palau, 4	08003	4.4	3000	World's #1 bar (hidden speakeasy). Creative cocktails + small bites.	active	2026-03-23
939	Dry Martini	Eixample	Fusion	mid-range	none		FALSE	https://drymartinibcn.com/	+34 932175072	C/ d'Aribau, 162	08036	4.4	2000	Iconic cocktail bar. Bar bites.	active	2026-03-23
940	Sips Barcelona	Eixample	Fusion	mid-range	none		FALSE	https://sips.barcelona/	+34 608252075	C/ de Muntaner, 108	08036	4.5	500	World's #2 bar 2023. Creative cocktails + tapas.	active	2026-03-23
941	Bobby's Free	Eixample	Fusion	mid-range	none		FALSE			C/ de Francisco Giner, 50	08012	4.4	400	Hidden behind barbershop. Cocktails + bites.	active	2026-03-23
942	Taller del Chef	Eixample	Mediterranean	mid-range	confirmed	15-18€	TRUE			Eixample, Barcelona	08011	4.2	745	Cooking school + restaurant	active	2026-03-23
943	La Pepita Born	El Born	Spanish	budget	likely		FALSE			El Born, Barcelona	08003	4.2	324	Creative burgers	active	2026-03-23
944	Casa Guinart	Gràcia	Catalan	mid-range	confirmed	14-16€	TRUE	https://casaguinart.com/	+34 933178887	La Rambla, 95	08012	4.2	999	Traditional Catalan market cuisine	active	2026-03-23
945	PadThai WokBar	Eixample	Asian	budget	likely		FALSE	https://padthaiwokbar.com/	+34 934541302	C/ del Consell de Cent, 360	08007	4.1	1741	Thai street food chain	active	2026-03-23
946	Kibuka Born	El Born	Japanese	mid-range	none		FALSE	https://kibuka.com/	+34 932378994	El Born, Barcelona	08003	4.1	1759	Japanese tapas + sushi	active	2026-03-23
947	La Cuina de Can Simon	Sants	Catalan	mid-range	confirmed	13-15€	TRUE	https://lacuinadecansimon.cat/	+34 933310516	C/ del Consell de Cent, 5	08014	3.8	1505	Family-run Catalan	active	2026-03-23
948	El Pintor	Barri Gòtic	Mediterranean	mid-range	likely		FALSE			Barri Gòtic, Barcelona	08002	4.5	668	Art-themed restaurant	active	2026-03-23
949	Gat Blau	El Raval	Spanish	budget	confirmed	11-13€	TRUE	https://gatblaurestaurant.com/	+34 933256199	C/ del Comte Borrell, 122	08015	4.3	2041	Classic Raval menú	active	2026-03-23
950	La Parra	Gràcia	Mediterranean	mid-range	confirmed	13-15€	TRUE	https://barlaparra.com/	+34 932134733	C/ de Joanot Martorell, 3	08012	3.9	2416	Vine-covered terrace	active	2026-03-23
951	Restaurant Rías de Galicia	Eixample	Seafood	premium	none		FALSE	https://rfriasdegalicia.com/	+34 934243981	C/ de Lleida, 7	08007	4.0	2287	Top seafood. Galician shellfish.	active	2026-03-23
952	Mandarosso	El Born	Italian	mid-range	confirmed	13-15€	TRUE	https://www.mandarosso.com/	+34 932690780	C/ de Verdaguer i Callís, 4	08003	4.1	2414	Italian menú del día	active	2026-03-23
953	El Celler de Can Roca Pop-up	Eixample	Catalan	premium	none		FALSE			Eixample, Barcelona	08011	4.5	125	Occasional pop-up from the Roca brothers	active	2026-03-23
954	Can Culleretes Born	El Born	Catalan	mid-range	likely		FALSE			El Born, Barcelona	08003	4.5	998	Branch of oldest BCN restaurant	active	2026-03-23
955	Restaurant Cervantes	Barri Gòtic	Spanish	mid-range	confirmed	12-14€	TRUE	https://restaurantecervantes.com/	+34 933173384	C/ de Cervantes, 7	08002	4.5	1921	Classic menú near cathedral	active	2026-03-23
956	El Bon Lloc	Poblenou	Mediterranean	mid-range	likely		FALSE			Poblenou, Barcelona	08019	4.1	980	Creative Mediterranean	active	2026-03-23
957	El Pasaje	El Born	Spanish	mid-range	likely		FALSE	https://elpasaje.es/	+34 933198498	C/ de Sant Pere Més Baix, 56	08003	3.9	1543	Hidden passage restaurant	active	2026-03-23
958	Celler de la Ribera	El Born	Catalan	mid-range	confirmed	14-16€	TRUE	https://familialonja.com/	+34 933107845	El Born, Barcelona	08003	4.2	1844	Traditional celler	active	2026-03-23
959	Sensi Sushi	Barri Gòtic	Japanese	mid-range	none		FALSE			Barri Gòtic, Barcelona	08002	4.3	750	Sushi + Japanese tapas in Gòtic	active	2026-03-23
960	El Portalón	Eixample	Basque	mid-range	likely		FALSE			Eixample, Barcelona	08015	3.9	1492	Basque pintxos + cider	active	2026-03-23
961	La Bota Fumeiro	Barceloneta	Seafood	mid-range	likely		FALSE		+34 932215894	C/ de la Maquinista, 30	08003	4.0	2162	Galician seafood bar	active	2026-03-23
962	Sants BBQ	Sants	Gastropub	mid-range	none		FALSE			Sants, Barcelona	08028	4.3	1006	American-style BBQ smokehouse	active	2026-03-23
963	El Bosc de les Fades	Barri Gòtic	Mediterranean	mid-range	likely		FALSE			Barri Gòtic, Barcelona	08002	4.3	149	Fairy forest themed bar. Wax Museum building.	active	2026-03-23
964	Milk Bar Born	El Born	Café	mid-range	none		FALSE			El Born, Barcelona	08003	3.9	539	Cozy brunch + cocktail bar	active	2026-03-23
965	Taranna Café	Eixample	Café	mid-range	none		FALSE			Eixample, Barcelona	08015	4.1	340	Specialty coffee + brunch	active	2026-03-23
966	Nomad Roasters	Eixample	Café	mid-range	none		FALSE			Eixample, Barcelona	08009	4.1	1036	Third wave coffee pioneers	active	2026-03-23
967	La Dolça Hermínia	Eixample	Mediterranean	mid-range	confirmed	12-14€	TRUE	https://www.andilana.com/dolca-herminia/	+34 933170676	C/ de les Magdalenes, 27	08029	4.3	1837	Grupo Andilana menú del día	active	2026-03-23
968	Tibet	Eixample	Asian	budget	confirmed	10-12€	TRUE	https://restaurantetibet.com/	+34 932845045	Ramiro de Maeztu, 34	08011	4.5	2334	Tibetan/Nepalese. Momos + curry.	active	2026-03-23
969	Govinda	El Raval	Indian	budget	confirmed	10-12€	TRUE	https://govinda.es/	+34 933187729	Plaça Vila de Madrid, 4	08001	4.3	1261	Vegetarian Indian. Hare Krishna tradition.	active	2026-03-23
970	Los Pinchitos	El Raval	Spanish	budget	likely		FALSE			El Raval, Barcelona	08001	3.9	1301	Arab/Spanish fusion. Moroccan touch.	active	2026-03-23
971	El Salón	El Born	Mediterranean	mid-range	likely		FALSE			El Born, Barcelona	08003	4.2	1443	Romantic candlelit tapas	active	2026-03-23
972	Miramelindo	El Born	Spanish	budget	likely		FALSE	https://miramelindo.es/	+34 933101027	Pg. del Born, 15	08003	3.9	2298	Lively cocktail + tapas bar	active	2026-03-23
